baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000178732	155.397765822859	-3.88667286367749	0.618766923832054	-6.26067034192335	3.83326095207913e-10	4.4711155745051e-06
ENSG00000171557	55.9000606425155	3.89226691900272	0.711487470239715	5.77000961212805	7.92670109939271e-09	4.62285208116583e-05
ENSG00000053108	71.5732822547325	-3.43670913231235	0.732700234828255	-5.10847736292947	3.24765304684298e-07	0.000947015628459414
ENSG00000057294	38.4760295706178	-3.60018579471489	0.698352283002646	-5.1294933203591	2.90523079314465e-07	0.000947015628459414
ENSG00000182326	31.3824442545757	3.4297973423368	0.716110180537775	5.02562245536449	5.01802243348314e-07	0.00117060427328295
ENSG00000196616	114.527910602454	2.80074270590929	0.590920516576215	4.72961303862284	2.24948180087885e-06	0.00437299262090848
ENSG00000092068	47.8018890118136	3.07607256277517	0.737589144319697	4.65964076374629	3.16761716994681e-06	0.00527815523860852
ENSG00000113905	332.113483178544	2.98865670398678	0.657664006695279	4.59865107696172	4.25235291070741e-06	0.0061999305438114
ENSG00000105717	104.42430000928	-2.86839080032954	0.647734584327743	-4.45350165245967	8.44810576273119e-06	0.00895806414695424
ENSG00000125869	72.5483037008058	-3.07691580445661	0.695326745193591	-4.45975172770455	8.20546483657234e-06	0.00895806414695424
ENSG00000143248	84.1896495496983	2.99034686735932	0.672345867668513	4.47005471096202	7.81995910334488e-06	0.00895806414695424
ENSG00000131153	37.0190347313547	2.95057562590901	0.737214689502709	4.41000267296916	1.03369343204658e-05	0.0100475001594928
ENSG00000105472	44.8398660792727	-2.94969331922007	0.684267071690404	-4.29964792509198	1.71069660432875e-05	0.0147997583539917
ENSG00000113889	75.4150123743255	2.94896428967842	0.733255909509041	4.29129055276989	1.77637703151477e-05	0.0147997583539917
ENSG00000147145	66.379961612051	-2.8674794744197	0.696754248788153	-4.15560683308294	3.24425305613675e-05	0.0252273117645193
ENSG00000156689	39.2524757546275	-2.8977898653844	0.720746983605006	-4.09330090198459	4.25275253781075e-05	0.0310025660006403
ENSG00000151789	411.743476520038	-2.70272284193379	0.672370809584313	-4.06476204079257	4.80814920840978e-05	0.0311568068704954
ENSG00000171385	153.944517843624	-2.76873984860029	0.691502138213947	-4.07016965158217	4.69789141353725e-05	0.0311568068704954
ENSG00000149257	44.5244296523261	2.76695786175603	0.738915574031199	4.03524586322446	5.4545150354099e-05	0.0334849807226427
ENSG00000108821	85.4988890916708	1.99635483905979	0.739251935318933	4.01103094910044	6.04541840293765e-05	0.0337426555335349
ENSG00000163251	26.2226153093344	2.80893306291684	0.728110572606812	4.00987591006903	6.07506658268376e-05	0.0337426555335349
ENSG00000004139	27.0300176512192	2.57882407976069	0.745522071852894	3.95902684631635	7.52557781156176e-05	0.0398992452700256
ENSG00000134317	665.891325484009	-2.49666090785123	0.639268562227936	-3.92900803880288	8.52969884400539e-05	0.0414543363818662
ENSG00000142949	86.6779441260555	-2.70852674303838	0.695322056053462	-3.93790552691491	8.21959422549612e-05	0.0414543363818662
ENSG00000136052	36.3222219864359	2.68260519560465	0.734701578250447	3.88738776122763	0.000101328815765072	0.0472759722833522
